path,category,domains,ext,bytes,lines,thirdPartyVendor,binary,reviewPriority,readinessConcern,todo,fixme,hack,localStorage,sessionStorage,indexedDb,stub,mock,demo,legacy
docs/ACADEMY_COMPETITIVE_BENCHMARK.md,documentation,academy-mentor,.md,25588,578,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/ACADEMY_CURRICULUM_BLUEPRINT.md,documentation,academy-mentor,.md,20481,499,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/ACADEMY_EDUCATIONAL_STANDARD.md,documentation,academy-mentor,.md,19359,481,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/AI_DEVELOPMENT_ENVIRONMENT.md,documentation,,.md,13632,358,false,false,P2-general-review,,0,0,0,0,0,0,0,0,1,0
docs/AI_PLATFORM.md,documentation,,.md,23550,540,false,false,P2-general-review,browser-persistence-marker,0,0,0,2,0,0,0,0,0,0
docs/API.md,documentation,,.md,11060,545,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/API_KEYS.md,documentation,,.md,4679,205,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/ARCHITECTURE_REVIEW.md,documentation,,.md,16814,336,false,false,P2-general-review,browser-persistence-marker|debt-marker,1,0,0,8,4,0,0,0,1,0
docs/AUTH.md,documentation,auth-session,.md,6707,196,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/Architecture.md,documentation,,.md,6791,170,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/BLUEPRINT_COMPLIANCE_REPORT.md,documentation,,.md,7168,189,false,false,P2-general-review,browser-persistence-marker,0,0,0,7,0,0,0,0,1,0
docs/Branding.md,documentation,,.md,6113,172,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/COIN_GROWTH_AUTOMATION.md,documentation,news-growth,.md,2152,37,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/COMMUNITY_LEARNING_LAYER.md,documentation,community-arena,.md,6549,191,false,false,P2-general-review,browser-persistence-marker,0,0,0,1,0,0,0,0,6,0
docs/COMPLIANCE.md,documentation,,.md,6166,197,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/DECISION_LOG.md,documentation,,.md,35065,1079,false,false,P2-general-review,browser-persistence-marker,0,0,0,1,0,0,0,0,4,0
docs/DEPENDENCY_MAP.md,documentation,,.md,11868,334,false,false,P2-general-review,browser-persistence-marker|debt-marker,1,0,0,40,0,0,0,0,0,0
docs/DISCOVERABILITY_STRATEGY.md,documentation,,.md,10764,268,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/Deployment.md,documentation,,.md,1608,42,false,false,P2-general-review,legacy-boundary-marker,0,0,0,0,0,0,0,0,0,1
docs/EXECUTIVE_IMPLEMENTATION_READINESS_REVIEW.md,documentation,,.md,25236,301,false,false,P2-general-review,browser-persistence-marker|mock-marker,0,0,0,13,1,0,0,3,0,0
docs/EXECUTIVE_SIGNOFF_MATRIX.md,documentation,,.md,13178,200,false,false,P2-general-review,browser-persistence-marker,0,0,0,1,0,0,0,0,0,0
docs/FEATURE_REGISTRY.md,documentation,,.md,14547,241,false,false,P2-general-review,stub-marker|mock-marker,0,0,0,0,0,0,2,1,0,0
docs/FINAL_IMPLEMENTATION_GATE.md,documentation,,.md,16919,376,false,false,P2-general-review,browser-persistence-marker|mock-marker,0,0,0,6,1,0,0,4,0,0
docs/FUTURE_MODULES.md,documentation,,.md,13840,461,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/FUTURE_REGISTRY.md,documentation,,.md,9858,215,false,false,P2-general-review,browser-persistence-marker|stub-marker|mock-marker,0,0,0,7,0,0,2,1,1,0
docs/GLOBAL_STRATEGY.md,documentation,,.md,12201,295,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/HOT_WALLET.md,documentation,wallet-withdrawal-custody,.md,7828,226,false,false,P2-general-review,stub-marker,0,0,0,0,0,0,2,0,0,0
docs/IP_REGISTRY.md,documentation,,.md,8153,191,false,false,P2-general-review,browser-persistence-marker|stub-marker,0,0,0,1,0,0,2,0,0,0
docs/KNOWLEDGE_INTEGRITY_AUDIT.md,documentation,ops-launch-evidence,.md,7843,166,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/LAUNCH_ACCEPTED_RISKS.md,documentation,ops-launch-evidence,.md,25486,235,false,false,P2-general-review,browser-persistence-marker,0,0,0,4,0,0,0,0,0,0
docs/LAUNCH_MODE_POLICY.md,documentation,ops-launch-evidence,.md,4894,151,false,false,P2-general-review,mock-marker,0,0,0,0,0,0,0,2,0,0
docs/LAUNCH_READINESS_REPORT.md,documentation,ops-launch-evidence,.md,6601,181,false,false,P2-general-review,mock-marker,0,0,0,0,0,0,0,4,0,0
docs/LEARNING_EXPERIENCE_GUIDE.md,documentation,public-ui,.md,19475,523,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/MARKETPLACE_PLATFORM.md,documentation,public-ui,.md,15972,363,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/MASTER_BLUEPRINT_v3.md,documentation,,.md,14636,388,false,false,P2-general-review,browser-persistence-marker|legacy-boundary-marker,0,0,0,6,1,0,0,0,0,1
docs/MASTER_ROADMAP_v2.md,documentation,,.md,21801,432,false,false,P2-general-review,browser-persistence-marker|mock-marker|legacy-boundary-marker,0,0,0,7,0,0,0,1,1,6
docs/MASTER_ROADMAP_v3.md,documentation,,.md,10832,215,false,false,P2-general-review,mock-marker,0,0,0,0,0,0,0,1,0,0
docs/MENTOR_AI_MODEL.md,documentation,academy-mentor,.md,17390,481,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/OBSERVABILITY.md,documentation,,.md,11023,331,false,false,P2-general-review,stub-marker,0,0,0,0,0,0,1,0,0,0
docs/OPERATIONS_RUNBOOK.md,documentation,,.md,12133,349,false,false,P2-general-review,legacy-boundary-marker,0,0,0,0,0,0,0,0,0,1
docs/PHASE19_REPORT.md,documentation,,.md,10365,197,false,false,P2-general-review,browser-persistence-marker|legacy-boundary-marker,0,0,0,11,3,0,0,0,0,4
docs/PHASE39_5_ACCEPTANCE_CHECKLIST.md,documentation,,.md,5753,149,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/PHASE39_5_RELEASE_SCOPE.md,documentation,,.md,5194,119,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/PLATFORM_BLUEPRINT_v2.md,documentation,,.md,18929,627,false,false,P2-general-review,browser-persistence-marker|mock-marker,0,0,0,6,1,0,0,1,0,0
docs/PRODUCTION_DECISIONS.md,documentation,,.md,17644,288,false,false,P2-general-review,browser-persistence-marker,0,0,0,7,0,0,0,0,0,0
docs/PRODUCTION_HARDENING_MASTER_PLAN.md,documentation,,.md,16659,413,false,false,P2-general-review,browser-persistence-marker|mock-marker|legacy-boundary-marker,0,0,0,1,1,0,0,2,0,1
docs/PROJECT_MASTER_STATUS.md,documentation,,.md,15872,354,false,false,P2-general-review,browser-persistence-marker,0,0,0,5,0,0,0,0,0,0
docs/REALTIME.md,documentation,,.md,6784,191,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/REDIS.md,documentation,,.md,7283,207,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/REDIS_ORDER_BOOK.md,documentation,exchange-ledger,.md,6222,154,false,false,P2-general-review,stub-marker,0,0,0,0,0,0,1,0,0,0
docs/REVENUE_MODEL.md,documentation,,.md,23985,693,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/REWARD_SYSTEM.md,documentation,,.md,15901,435,false,false,P2-general-review,browser-persistence-marker,0,0,0,1,0,0,0,0,0,0
docs/RISK_ENGINE.md,documentation,,.md,4546,154,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/Roadmap.md,documentation,,.md,5694,162,false,false,P2-general-review,legacy-boundary-marker,0,0,0,0,0,0,0,0,0,3
docs/SCALING.md,documentation,,.md,6377,185,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/SECURITY.md,documentation,,.md,7616,245,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/SECURITY_BLOCKERS.md,documentation,,.md,8487,182,false,false,P2-general-review,browser-persistence-marker|mock-marker,0,0,0,0,1,0,0,4,0,0
docs/SPOT_ENGINE.md,documentation,,.md,6987,227,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/TECHNICAL_DEBT_REGISTRY.md,documentation,,.md,10828,252,false,false,P2-general-review,legacy-boundary-marker,0,0,0,0,0,0,0,0,0,3
docs/TECHNICAL_DEBT_REPORT.md,documentation,,.md,12297,329,false,false,P2-general-review,browser-persistence-marker|debt-marker|legacy-boundary-marker,5,0,0,4,2,0,0,0,0,1
docs/TECPEY_CONSTITUTION.md,documentation,,.md,7084,133,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/TECPEY_DNA.md,documentation,,.md,6777,146,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/TECPEY_KNOWLEDGE_GAP_REPORT.md,documentation,,.md,24587,579,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/TECPEY_MANIFESTO.md,documentation,ops-launch-evidence,.md,4651,106,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/TECPEY_MASTER_BLUEPRINT.md,documentation,,.md,16487,355,false,false,P2-general-review,browser-persistence-marker|mock-marker,0,0,0,1,0,0,0,2,1,0
docs/TECPEY_PROJECT_INDEX.md,documentation,,.md,10463,204,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/TECPEY_UNFAIR_ADVANTAGE.md,documentation,,.md,13778,277,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/TOOL_GROWTH_AUTOMATION.md,documentation,news-growth,.md,2554,39,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/TRADING_CORE.md,documentation,,.md,17740,533,false,false,P2-general-review,stub-marker,0,0,0,0,0,0,4,0,0,0
docs/TRADING_DNA_MODEL.md,documentation,,.md,15979,447,false,false,P2-general-review,browser-persistence-marker,0,0,0,1,0,0,0,0,0,0
docs/TRADING_SIMULATOR_SPECIFICATION.md,documentation,,.md,19133,427,false,false,P2-general-review,browser-persistence-marker,0,0,0,1,0,0,0,0,1,0
docs/TRUST_SURFACES.md,documentation,,.md,16026,504,false,false,P2-general-review,browser-persistence-marker|mock-marker,0,0,0,5,1,0,0,3,0,0
docs/VISION_v2.md,documentation,,.md,8229,167,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/WALLET_ENGINE.md,documentation,wallet-withdrawal-custody,.md,6886,171,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/WEBAUTHN.md,documentation,auth-session,.md,6015,101,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/WEBSOCKET.md,documentation,,.md,7164,323,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/WHITEPAPER_STRUCTURE_v2.md,documentation,,.md,16609,404,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/WHITE_LABEL_PLATFORM.md,documentation,,.md,12879,358,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/WITHDRAW_SECURITY.md,documentation,wallet-withdrawal-custody,.md,9429,253,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/academy/ACADEMY_PROGRESS_AUTHORITY_MIGRATION_REPORT.md,documentation,auth-session|academy-mentor,.md,2544,40,false,false,P2-general-review,legacy-boundary-marker,0,0,0,0,0,0,0,0,0,3
docs/academy/COMMUNITY_INSTRUCTOR_ACCESS_BOUNDARY.md,documentation,academy-mentor|community-arena,.md,5008,112,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/academy/COMMUNITY_JOURNAL_DISCIPLINE_SCORE_POLICY.md,documentation,academy-mentor|community-arena,.md,8234,230,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/academy/COMMUNITY_REPUTATION_EVIDENCE_AUTHORITY.md,documentation,auth-session|academy-mentor|community-arena|ops-launch-evidence,.md,11574,313,false,false,P2-general-review,legacy-boundary-marker,0,0,0,0,0,0,0,0,4,1
docs/academy/COMMUNITY_REPUTATION_RANKING_POLICY_V1.md,documentation,academy-mentor|community-arena,.md,19843,649,false,false,P2-general-review,,0,0,0,0,0,0,0,0,2,0
docs/academy/COMMUNITY_REPUTATION_SCORING_CONSENT_AUTHORITY.md,documentation,auth-session|academy-mentor|community-arena,.md,8632,306,false,false,P2-general-review,legacy-boundary-marker,0,0,0,0,0,0,0,0,0,3
docs/academy/TECPEY_INFINITE_ACADEMY_MASTERY_SEASONS_BLUEPRINT.md,documentation,academy-mentor,.md,13235,402,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/architecture/BROWSER_PERSISTENCE_AUTHORITY_INVENTORY.md,documentation,auth-session,.md,1874,39,false,false,P2-general-review,browser-persistence-marker|legacy-boundary-marker,0,0,0,1,1,1,0,0,0,4
docs/architecture/DATABASE_MIGRATION_RUNTIME_CONTRACT.md,documentation,,.md,4092,80,false,false,P2-general-review,legacy-boundary-marker,0,0,0,0,0,0,0,0,0,1
docs/architecture/EXCHANGE_ORDER_ADMISSION_AUTHORITY.md,documentation,auth-session|exchange-ledger,.md,2473,47,false,false,P2-general-review,legacy-boundary-marker,0,0,0,0,0,0,0,0,0,1
docs/architecture/SERVER_SIDE_SOURCE_OF_TRUTH.md,documentation,,.md,1796,43,false,false,P2-general-review,browser-persistence-marker,0,0,0,1,1,1,0,0,0,0
docs/architecture/TECPEY_BACKEND_AUTHORITY_MAP.md,documentation,auth-session,.md,24507,509,false,false,P2-general-review,browser-persistence-marker|legacy-boundary-marker,0,0,0,1,0,0,0,0,0,6
docs/architecture/TECPEY_CONTENT_GROWTH_AUTOMATION_CONTRACT.md,documentation,news-growth,.md,21852,327,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/architecture/TECPEY_INTELLIGENT_NOTIFICATION_PLATFORM.md,documentation,notifications,.md,13757,397,false,false,P2-general-review,browser-persistence-marker,0,0,0,1,1,0,0,0,0,0
docs/architecture/TECPEY_NEWS_INTELLIGENCE_GRAPH_CONTRACT.md,documentation,news-growth,.md,7262,131,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/architecture/TECPEY_NEWS_PROVIDER_READINESS_CONTRACT.md,documentation,news-growth,.md,3108,57,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/architecture/TECPEY_ORGANIC_GROWTH_ROUTE_INVENTORY.md,documentation,news-growth,.md,10840,76,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/arena/COMMUNITY_JOURNAL_CHALLENGE_AUTHORITY.md,documentation,auth-session|community-arena,.md,8606,190,false,false,P2-general-review,browser-persistence-marker,0,0,0,1,0,0,0,0,2,0
docs/arena/COMMUNITY_JOURNAL_PROJECTION_AUTHORITY.md,documentation,auth-session|community-arena,.md,4545,86,false,false,P2-general-review,browser-persistence-marker,0,0,0,1,0,0,0,0,2,0
docs/arena/TRADING_ARENA_REFLECTION_AUTHORITY.md,documentation,auth-session|community-arena,.md,6165,155,false,false,P2-general-review,browser-persistence-marker|legacy-boundary-marker,0,0,0,1,1,1,0,0,0,1
docs/arena/TRADING_ARENA_UI_AUTHORITY.md,documentation,auth-session|community-arena|public-ui,.md,3617,60,false,false,P2-general-review,browser-persistence-marker|legacy-boundary-marker,0,0,0,3,0,0,0,0,0,2
docs/assets/brand/brand-assets.json,documentation,,.json,4383,100,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/assets/brand/generated/tecpey-lockup-fa-en.png,documentation,,.png,188452,,false,true,P3-asset-or-vendor-review,,0,0,0,0,0,0,0,0,0,0
docs/assets/brand/generated/tecpey-lockup-fa-en.webp,documentation,,.webp,22466,,false,true,P3-asset-or-vendor-review,,0,0,0,0,0,0,0,0,0,0
docs/assets/brand/generated/tecpey-logo-1024.png,documentation,,.png,238656,,false,true,P3-asset-or-vendor-review,,0,0,0,0,0,0,0,0,0,0
docs/assets/brand/source/tecpey-lockup-uploaded.png,documentation,,.png,918609,,false,true,P3-asset-or-vendor-review,,0,0,0,0,0,0,0,0,0,0
docs/assets/brand/source/tecpey-lockup-white-uploaded.jpeg,documentation,,.jpeg,324159,,false,true,P3-asset-or-vendor-review,,0,0,0,0,0,0,0,0,0,0
docs/assets/brand/source/tecpey-tp-icon-clean-uploaded.jpeg,documentation,,.jpeg,77553,,false,true,P3-asset-or-vendor-review,,0,0,0,0,0,0,0,0,0,0
docs/assets/brand/source/tecpey-tp-icon-compact-uploaded.png,documentation,,.png,66056,,false,true,P3-asset-or-vendor-review,,0,0,0,0,0,0,0,0,0,0
docs/assets/brand/source/tecpey-tp-icon-uploaded.png,documentation,,.png,116222,,false,true,P3-asset-or-vendor-review,,0,0,0,0,0,0,0,0,0,0
docs/assets/brand/tecpey-logo-official.png,documentation,,.png,86553,,false,true,P3-asset-or-vendor-review,,0,0,0,0,0,0,0,0,0,0
docs/assets/brand/tecpey-logo-official.webp,documentation,,.webp,7098,,false,true,P3-asset-or-vendor-review,,0,0,0,0,0,0,0,0,0,0
docs/audit/2026-07-30-production-hardening-audit.md,documentation,ops-launch-evidence,.md,10263,184,false,false,P2-general-review,legacy-boundary-marker,0,0,0,0,0,0,0,0,0,4
docs/audit/FINDINGS.md,documentation,ops-launch-evidence,.md,17680,436,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/audits/CLEANUP_SUPERSEDED_LANDING_20260719.md,audit-doc,ops-launch-evidence|public-ui,.md,1407,46,false,false,P2-general-review,legacy-boundary-marker,0,0,0,0,0,0,0,0,0,1
docs/audits/REPOSITORY_HYGIENE_BASELINE_20260719.md,audit-doc,ops-launch-evidence,.md,7604,181,false,false,P2-general-review,browser-persistence-marker|debt-marker|legacy-boundary-marker,1,1,1,1,1,1,0,0,0,1
docs/audits/REPOSITORY_HYGIENE_METHOD.md,audit-doc,ops-launch-evidence,.md,4407,126,false,false,P2-general-review,debt-marker|legacy-boundary-marker,1,1,1,0,0,0,0,0,0,2
docs/audits/REPOSITORY_HYGIENE_REPORT_SCHEMA.md,audit-doc,ops-launch-evidence,.md,1343,26,false,false,P2-general-review,debt-marker|legacy-boundary-marker,1,1,1,0,0,0,0,0,0,1
docs/audits/REPOSITORY_LINE_REVIEW_PROGRAM.md,audit-doc,ops-launch-evidence,.md,5112,107,false,false,P2-general-review,debt-marker,1,1,1,0,0,0,0,0,0,0
docs/audits/STRICT_QA_AUDIT_20260812.fa.md,audit-doc,ops-launch-evidence,.md,50355,752,false,false,P2-general-review,debt-marker,1,1,0,0,0,0,0,0,0,0
docs/audits/TECPEY_PROJECT_STATE_AUDIT_2026-07-26.md,audit-doc,ops-launch-evidence,.md,40839,346,false,false,P2-general-review,browser-persistence-marker|legacy-boundary-marker,0,0,0,1,1,0,0,0,0,6
docs/audits/evidence/batch-01a-audit-authority.json,audit-doc,auth-session|ops-launch-evidence,.json,36670,351,false,false,P2-general-review,stub-marker,0,0,0,0,0,0,1,0,0,0
docs/audits/evidence/batch-01b-operational-workflows.json,audit-doc,ops-launch-evidence,.json,10723,171,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/engineering/ESLINT_CORRECTNESS_AUTHORITY.md,documentation,auth-session,.md,2922,85,false,false,P2-general-review,legacy-boundary-marker,0,0,0,0,0,0,0,0,0,1
